,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
29966,22,4,325179,16,10,5,10,4,5,2,0,0,50,39,0
29967,19,0,351195,7,5,5,0,3,5,2,0,1719,35,8,0
29968,33,4,141841,12,9,5,8,4,3,2,0,0,36,39,0
29969,48,4,207817,12,9,5,8,2,5,1,0,0,32,4,0
29970,20,4,137974,16,10,5,8,4,5,1,0,0,30,39,0
29971,64,5,161325,8,12,3,12,1,5,2,0,1887,50,39,1
29972,47,4,293623,2,7,3,3,1,5,2,0,0,40,6,0
29973,20,4,37783,16,10,5,8,2,5,1,0,0,25,39,0
29974,44,1,308027,10,13,1,4,2,3,1,0,0,40,39,0
29975,45,6,149218,10,13,3,5,1,5,2,0,0,77,39,0
29976,45,2,374450,12,9,3,14,6,5,1,5178,0,40,39,1
29977,45,2,61885,13,14,3,10,1,5,2,0,0,37,39,1
29978,27,7,291196,10,13,5,10,2,3,2,0,0,40,39,0
29979,41,4,45366,12,9,3,3,1,5,2,0,0,72,39,1
29980,20,4,203027,12,9,5,5,2,5,2,0,0,55,39,0
29981,54,5,223752,10,13,3,4,1,5,2,7688,0,40,0,1
29982,17,4,132680,1,6,5,8,4,5,1,0,1602,10,39,0
29983,50,4,155574,12,9,3,10,1,5,2,0,0,40,39,1
29984,31,7,193565,13,14,5,13,2,5,2,0,0,40,39,0
29985,49,6,123598,12,9,5,3,2,5,2,0,0,30,39,0
29986,44,4,456236,13,14,3,1,1,5,2,0,0,40,39,0
29987,49,4,163229,12,9,1,3,2,5,2,0,0,50,39,0
29988,28,2,419740,10,13,5,10,2,5,2,0,0,52,39,0
29989,43,2,118853,16,10,3,13,1,5,2,4386,0,99,39,1
29990,33,4,31449,8,12,1,7,5,1,1,0,0,40,39,0
29991,35,4,204163,16,10,1,7,5,3,1,0,0,55,39,0
29992,17,4,177629,2,7,5,12,4,5,1,0,0,20,39,0
29993,25,4,186370,12,9,3,6,1,5,2,0,0,40,39,0
29994,41,4,188307,12,9,1,3,5,5,1,0,0,40,39,0
29995,30,4,55481,13,14,5,13,5,5,2,0,0,45,27,0
29996,48,4,119471,9,11,3,8,1,2,2,0,0,56,30,1
29997,61,2,167347,16,10,3,1,1,5,2,0,0,35,39,0
29998,41,4,184378,12,9,6,3,2,5,2,0,0,40,39,0
29999,36,4,348960,12,9,5,13,2,5,2,0,0,50,39,0
30000,24,2,69640,16,10,5,11,2,5,2,0,0,40,39,0
30001,27,4,297457,12,9,5,1,4,3,2,0,0,40,39,0
30002,18,4,279593,2,7,5,10,4,5,1,0,0,2,39,0
30003,20,4,211968,16,10,5,10,4,5,1,0,0,15,39,0
30004,18,4,194561,16,10,5,8,4,5,2,0,0,12,39,0
30005,23,4,140414,12,9,3,3,1,5,2,0,0,40,39,0
30006,43,7,24763,13,14,3,10,1,5,2,0,1887,45,39,1
30007,38,7,462832,16,10,3,4,6,3,1,0,0,40,38,0
30008,36,4,48972,16,10,1,1,5,5,1,0,0,40,39,0
30009,28,6,35032,10,13,5,4,2,5,2,0,0,50,39,0
30010,47,4,228583,16,10,3,3,1,5,2,0,0,40,0,0
30011,51,4,392668,11,16,3,4,1,5,2,15024,0,84,39,1
30012,35,4,108140,10,13,3,4,1,5,2,0,0,40,39,1
30013,38,7,112497,10,13,3,11,1,5,2,0,0,60,39,0
30014,47,1,142581,16,10,3,1,1,3,2,0,0,40,39,1
30015,26,4,147982,2,7,1,3,2,5,1,0,0,40,39,0
30016,31,7,440129,16,10,1,11,2,5,2,0,0,40,39,1
30017,46,4,200734,16,10,1,1,5,3,1,0,0,35,38,0
30018,49,4,31807,16,10,5,4,5,5,1,0,0,40,39,0
30019,19,4,166153,12,9,5,12,4,5,1,0,0,30,39,0
30020,45,5,212954,16,10,3,5,1,5,2,0,0,50,39,0
30021,46,4,52291,10,13,3,10,1,5,2,7688,0,45,39,1
30022,70,6,303588,16,10,3,13,1,5,2,0,0,20,39,0
30023,19,4,96176,16,10,5,1,4,5,1,0,0,20,39,0
30024,46,4,184632,9,11,3,3,1,5,2,0,0,50,39,0
30025,20,4,137618,16,10,5,14,4,5,2,0,0,35,39,0
30026,17,4,160029,2,7,5,8,3,5,1,0,0,22,39,0
30027,43,4,178780,16,10,3,4,1,5,2,0,0,49,39,1
30028,19,4,39756,16,10,5,8,4,5,1,0,0,15,39,0
30029,37,4,35309,12,9,3,3,1,5,2,0,0,40,39,0
30030,51,4,117253,12,9,7,10,5,5,1,0,0,40,39,0
30031,40,2,303212,10,13,3,10,1,5,2,0,0,40,39,1
30032,24,4,214542,16,10,5,3,4,5,2,0,0,60,2,0
30033,31,4,342019,8,12,3,10,1,5,2,0,0,40,39,0
30034,59,4,126668,9,11,3,10,1,5,2,5178,0,50,39,1
30035,27,4,401508,12,9,5,8,5,3,1,0,0,40,39,0
30036,40,4,25005,10,13,3,10,1,5,2,15024,0,99,39,1
30037,30,6,85708,12,9,3,3,1,5,2,0,0,40,39,0
30038,28,4,115677,8,12,5,1,4,5,2,0,0,32,39,0
30039,25,4,144259,12,9,5,3,4,3,2,0,0,50,39,0
30040,22,4,197583,10,13,5,12,2,5,1,0,0,20,39,0
30041,21,7,142766,16,10,5,4,4,5,2,0,0,40,39,0
30042,67,0,132626,16,10,3,0,1,5,2,0,0,6,39,0
30043,35,5,185621,10,13,5,4,2,5,1,0,0,60,39,1
30044,54,2,29887,12,9,3,4,1,5,2,0,0,56,39,0
30045,36,4,117381,12,9,3,7,1,5,2,0,0,40,39,0
30046,29,4,211482,10,13,3,12,1,5,2,0,0,40,39,0
30047,32,1,90653,12,9,5,4,5,5,1,0,1380,40,39,0
30048,55,4,209535,12,9,1,14,2,5,2,0,0,40,39,0
30049,56,1,187873,13,14,1,1,5,5,1,0,0,40,39,0
30050,19,4,174732,16,10,5,8,4,3,2,0,0,25,39,0
30051,36,4,297847,12,9,5,8,2,3,1,0,2001,40,39,0
30052,58,4,110213,12,9,7,1,2,5,1,0,0,40,39,1
30053,35,4,162601,12,9,1,1,5,5,1,0,0,40,39,0
30054,44,4,108438,1,6,6,7,5,3,1,0,0,40,39,0
30055,40,5,132222,12,9,3,4,1,5,2,0,0,40,39,0
30056,18,4,174394,12,9,5,8,4,5,1,0,0,20,39,0
30057,71,6,322789,12,9,3,5,1,1,2,0,0,35,39,0
30058,51,1,72436,12,9,3,4,1,5,2,0,0,57,39,1
30059,27,0,60726,12,9,5,0,4,3,2,0,0,40,39,0
30060,20,4,190273,3,8,5,8,4,5,2,0,0,35,39,0
30061,33,0,393376,2,7,5,0,2,5,1,0,0,40,39,0
30062,34,4,140571,9,11,1,13,5,3,1,0,0,40,39,0
30063,28,4,584790,9,11,3,8,1,5,2,0,0,40,39,1
30064,23,4,197666,16,10,5,1,2,5,1,0,0,24,12,0
30065,36,4,245090,16,10,3,3,1,5,2,3137,0,50,8,0
30066,42,4,192569,15,15,1,10,2,5,1,0,0,39,39,1
30067,31,2,158291,10,13,5,3,2,5,2,8614,0,40,39,1
30068,19,0,113915,12,9,5,0,4,3,2,0,0,10,39,0
30069,38,2,287658,13,14,1,10,2,3,2,0,0,40,23,0
30070,22,4,192455,12,9,5,1,5,5,1,0,0,40,39,0
30071,36,4,317040,9,11,1,1,5,3,1,0,0,54,39,0
30072,36,4,218689,13,14,3,12,1,5,2,0,1977,50,39,1
30073,17,4,116626,2,7,5,6,4,5,2,0,1719,18,39,0
30074,30,1,48458,16,10,5,1,4,3,1,0,0,40,39,0
30075,35,6,241469,7,5,3,3,1,5,2,2635,0,30,39,0
30076,32,4,167990,13,14,5,4,2,5,2,14084,0,40,39,1
30077,42,4,261929,10,13,3,4,1,5,2,7688,0,40,39,1
30078,54,4,425804,16,10,5,4,2,5,1,0,0,45,39,1
30079,36,4,33394,10,13,3,12,1,5,2,0,1887,35,39,1
30080,58,4,72812,1,6,5,8,2,5,2,0,0,40,39,0
30081,39,4,89040,9,11,3,8,1,5,2,0,0,40,39,0
30082,62,2,164518,12,9,7,1,2,5,1,0,0,38,39,0
30083,51,4,182740,12,9,1,10,5,5,2,0,0,40,39,0
30084,52,4,361875,16,10,1,4,2,5,1,0,0,50,39,0
30085,25,4,197130,12,9,5,12,4,5,1,0,0,30,39,0
30086,26,4,340335,10,13,5,1,2,5,1,0,0,40,39,0
30087,26,4,293984,1,6,3,3,4,3,2,0,0,40,39,0
30088,59,7,261584,10,13,5,4,2,3,1,0,0,40,28,0
30089,21,4,170302,12,9,5,5,3,5,2,0,0,50,39,0
30090,45,4,481987,13,14,3,13,1,5,2,0,0,18,39,1
30091,26,4,88449,12,9,3,3,1,5,2,0,0,36,39,0
30092,68,6,261897,1,6,7,5,5,5,2,0,0,20,39,0
30093,60,4,250552,12,9,3,8,1,5,2,0,0,40,39,1
30094,65,4,88513,12,9,3,12,1,5,2,0,0,18,39,0
30095,41,4,168293,13,14,1,4,5,5,1,0,0,45,39,0
30096,34,4,283921,12,9,3,14,1,5,2,0,0,50,39,0
30097,28,4,407043,12,9,3,1,1,3,2,0,0,40,39,0
30098,40,4,63745,9,11,5,1,2,5,1,0,0,40,39,0
30099,57,4,49893,13,14,3,10,1,5,2,0,0,60,39,1
30100,37,4,241962,2,7,3,3,1,5,2,0,0,50,39,0
30101,34,4,338416,1,6,1,7,2,3,2,0,0,60,39,0
30102,21,0,212888,2,7,3,0,6,5,1,0,0,56,39,0
30103,57,1,310320,10,13,3,13,1,5,2,0,0,48,39,1
30104,55,4,359972,10,13,3,4,1,5,2,0,1887,40,39,1
30105,51,4,64643,12,9,5,5,2,5,2,0,0,60,0,0
30106,56,4,125000,10,13,3,1,1,5,2,0,0,40,39,1
30107,32,4,286675,16,10,5,4,2,5,2,0,0,60,39,0
30108,18,4,165532,16,10,5,12,4,5,2,0,0,15,39,0
30109,48,4,349986,9,11,4,10,2,5,2,0,0,40,39,0
30110,46,4,213140,10,13,3,10,1,5,2,0,0,40,0,1
30111,41,1,219155,15,15,3,10,1,5,2,0,0,50,19,1
30112,33,4,183612,12,9,3,14,1,5,2,0,0,20,39,0
30113,33,4,391114,12,9,5,6,4,5,2,0,0,40,39,0
30114,47,4,219632,5,3,4,7,3,5,2,0,0,40,26,0
30115,46,5,320124,12,9,3,4,6,1,1,15024,0,40,39,1
30116,40,4,799281,12,9,1,1,5,5,1,0,0,38,39,0
30117,42,4,657397,12,9,3,7,1,5,2,0,0,40,26,0
30118,31,7,373432,10,13,3,10,1,5,2,7298,0,55,39,1
30119,51,4,168660,2,7,3,6,1,5,2,0,0,40,39,0
30120,44,4,191149,16,10,1,1,5,5,1,0,0,57,39,0
30121,37,4,356824,12,9,6,13,5,5,1,0,0,40,39,0
30122,25,4,191782,2,7,5,7,4,3,1,0,0,40,39,0
30123,63,6,29859,6,4,3,5,1,5,2,7688,0,60,39,1
30124,52,4,204226,12,9,1,12,2,5,2,0,0,45,39,0
30125,42,2,246862,16,10,1,13,2,5,1,3325,0,40,39,0
30126,28,4,496526,12,9,5,1,2,5,1,0,0,40,39,0
30127,30,4,426431,13,14,5,10,2,5,2,10520,0,40,39,1
30128,34,4,84154,10,13,3,12,1,5,2,0,0,50,39,0
30129,37,1,45937,8,12,3,4,6,5,1,0,0,40,39,1
30130,31,4,130021,12,9,3,7,1,5,2,0,0,45,39,0
30131,35,4,63021,16,10,1,12,2,5,1,0,0,35,39,0
30132,25,4,367306,16,10,5,1,4,5,1,0,0,40,39,0
30133,38,4,65624,12,9,1,4,2,5,2,0,0,40,39,0
30134,43,6,144928,12,9,5,5,2,5,2,0,0,60,39,0
30135,22,4,117747,16,10,5,3,3,2,1,0,0,40,40,0
30136,18,4,266681,2,7,5,8,4,5,2,0,0,20,39,0
30137,26,4,152035,12,9,5,1,2,5,1,0,0,40,39,0
30138,36,4,190023,12,9,3,14,1,5,2,0,0,60,39,1
30139,43,4,233130,12,9,1,12,2,5,2,0,0,20,39,0
30140,21,4,149637,16,10,5,1,2,5,1,0,0,25,39,0
30141,62,1,224277,16,10,7,11,2,5,1,0,0,40,39,0
30142,26,4,121559,12,9,3,3,1,5,2,0,0,40,39,0
30143,54,6,230951,10,13,3,4,1,5,2,0,0,40,39,1
30144,18,4,345285,2,7,5,12,4,5,1,0,0,20,39,0
30145,65,6,28367,12,9,3,12,1,5,2,0,0,55,39,0
30146,41,4,320744,12,9,5,3,2,5,2,3325,0,50,39,0
30147,31,4,243773,7,5,5,8,5,5,1,0,0,20,39,0
30148,56,4,151474,7,5,1,12,5,5,1,0,0,40,39,0
30149,50,4,135465,10,13,3,4,1,5,2,0,0,50,39,1
30150,22,4,210781,10,13,5,1,4,5,1,0,0,35,39,0
30151,36,2,359001,16,10,3,11,1,5,2,0,0,48,39,0
30152,48,4,119471,11,16,3,10,1,2,2,0,0,40,19,1
30153,30,4,226396,12,9,3,8,6,5,1,0,0,30,39,0
30154,35,4,283122,16,10,3,13,1,5,2,0,0,45,39,0
30155,37,6,326400,12,9,3,14,1,5,2,0,0,30,39,0
30156,32,0,169186,12,9,3,0,1,5,2,0,0,5,39,0
30157,56,4,158752,13,14,3,4,6,5,1,0,0,50,39,0
30158,29,0,208406,12,9,5,0,2,5,2,0,0,35,39,0
30159,41,4,96741,8,12,1,12,5,5,2,0,0,40,39,0
30160,38,7,255191,12,9,5,8,2,5,2,0,0,40,39,0
30161,34,4,177733,7,5,6,7,5,5,1,0,0,35,6,0
30162,54,7,137815,3,8,5,8,4,5,2,4101,0,40,39,0
30163,36,0,187203,9,11,1,0,4,5,2,0,0,50,39,0
30164,42,4,168515,9,11,1,10,2,5,1,0,0,40,39,0
30165,33,4,122672,12,9,3,5,1,5,2,0,0,50,39,0
30166,21,4,195199,12,9,5,10,4,5,1,0,0,30,39,0
30167,69,2,179813,1,6,3,14,1,5,2,0,0,10,39,0
30168,32,4,178623,8,12,5,12,2,3,1,0,0,46,38,0
30169,50,4,41890,12,9,3,3,1,5,2,0,0,40,39,0
30170,40,4,373050,3,8,3,8,1,5,2,0,0,40,0,0
30171,45,4,80430,12,9,1,8,2,5,1,0,0,40,39,0
30172,31,4,198613,12,9,3,1,1,5,2,0,0,35,39,0
30173,24,4,330571,10,13,3,10,6,5,1,0,0,40,39,0
30174,28,4,209205,10,13,5,10,2,5,2,0,0,60,39,1
30175,21,4,132243,8,12,5,8,4,5,1,0,0,5,39,0
30176,43,6,237670,9,11,1,4,2,5,2,0,0,25,39,0
30177,22,4,193586,12,9,5,12,2,5,1,0,0,25,39,0
30178,62,6,197353,12,9,3,3,1,5,2,0,1740,40,39,0
30179,21,6,74538,16,10,5,13,2,5,2,0,0,25,39,0
30180,37,4,89718,16,10,3,14,1,5,2,0,0,45,39,0
30181,34,4,93169,16,10,1,8,5,3,1,0,0,40,39,0
30182,74,6,292915,10,13,3,4,1,5,2,0,1825,12,39,1
30183,43,4,328570,16,10,1,7,5,3,1,0,0,38,39,0
30184,25,4,312157,16,10,5,10,2,5,1,0,0,40,39,0
30185,43,4,193459,2,7,3,6,1,5,2,0,0,40,39,0
30186,23,4,236804,2,7,3,8,1,5,2,0,0,40,39,0
30187,33,4,126223,12,9,6,7,5,3,1,0,0,40,39,0
30188,51,7,172281,10,13,3,4,1,5,2,0,0,35,39,1
30189,64,4,153894,10,13,5,12,5,5,1,0,0,40,29,0
30190,35,4,331395,16,10,5,4,2,5,2,0,0,50,39,0
30191,69,6,92472,1,6,4,5,2,5,2,3273,0,45,39,0
30192,32,4,318647,10,13,3,4,1,5,2,0,0,48,39,1
30193,20,4,332931,16,10,5,8,4,5,1,0,0,40,39,0
30194,66,5,76212,12,9,3,14,1,5,2,0,0,50,39,1
30195,31,4,301168,16,10,5,3,2,5,2,0,0,40,22,0
30196,22,4,440969,16,10,5,8,4,5,1,0,0,24,39,0
30197,32,4,154950,15,15,5,10,2,5,2,0,0,40,39,0
30198,23,4,218343,8,12,5,12,4,5,1,0,0,40,39,0
30199,21,4,239577,16,10,5,1,4,5,2,0,0,40,39,0
30200,36,4,247936,12,9,3,8,6,2,1,0,0,2,36,0
30201,62,2,203525,6,4,3,3,1,5,2,2829,0,40,39,0
30202,24,4,182342,12,9,5,6,2,5,2,0,0,40,39,0
30203,45,4,25649,16,10,3,14,1,5,2,7298,0,50,39,1
30204,27,4,243569,2,7,3,6,1,5,2,3942,0,40,39,0
30205,38,4,187870,15,15,3,10,1,5,2,0,2415,90,39,1
30206,20,0,289116,16,10,5,0,4,5,1,0,0,5,39,0
30207,30,4,487330,16,10,3,7,1,5,2,0,0,30,39,0
30208,17,0,34019,1,6,5,0,4,5,2,0,0,20,39,0
30209,17,0,250541,2,7,5,0,4,3,2,0,0,8,39,0
30210,21,6,318987,9,11,3,5,1,5,2,0,0,40,39,0
30211,56,6,140558,12,9,3,12,1,5,2,0,0,40,39,0
30212,59,2,303455,13,14,7,10,5,5,1,4787,0,60,39,1
30213,37,6,76855,16,10,1,4,5,5,1,0,0,40,39,0
30214,52,4,308764,16,10,1,4,5,5,1,0,0,40,39,0
30215,50,1,339905,16,10,3,4,1,5,2,0,0,40,39,1
30216,55,4,227856,10,13,3,4,1,5,2,7298,0,60,39,1
30217,55,4,156430,10,13,3,10,1,5,2,0,0,40,39,1
30218,45,0,98265,12,9,1,0,2,5,1,0,0,40,39,0
30219,72,4,116640,16,10,3,10,1,5,2,3471,0,20,39,0
30220,39,4,187167,16,10,1,4,2,5,1,0,0,40,39,0
30221,28,4,184078,3,8,1,7,2,5,1,0,0,40,39,0
30222,38,4,108140,10,13,1,13,3,5,2,0,0,40,39,0
30223,44,4,150533,16,10,6,3,2,5,2,0,1876,55,39,0
30224,51,6,313702,12,9,5,12,2,5,2,0,0,40,39,0
30225,20,4,39803,16,10,5,8,4,5,2,0,1719,36,39,0
30226,25,4,252752,16,10,5,14,2,5,1,0,0,45,39,0
30227,52,4,111700,16,10,1,12,3,5,1,0,0,20,39,1
30228,45,4,361842,12,9,7,3,2,5,1,0,0,40,39,0
30229,17,4,231438,2,7,5,1,4,5,1,0,0,12,39,0
30230,20,4,178469,12,9,5,8,4,2,1,0,0,15,0,0
30231,64,2,116620,13,14,3,10,1,5,2,0,0,25,39,0
30232,34,4,112212,12,9,3,1,1,5,2,0,1485,40,39,0
30233,74,6,109101,16,10,3,4,1,5,2,0,0,4,39,0
30234,58,1,72998,2,7,1,3,2,3,1,14084,0,40,39,1
30235,44,4,147265,13,14,3,10,1,5,2,0,0,40,39,1
30236,23,7,314645,8,12,5,1,2,5,1,0,0,25,39,0
30237,23,4,444554,12,9,5,6,4,5,2,0,0,50,39,0
30238,27,4,129629,9,11,5,13,3,5,1,0,0,36,39,0
30239,34,4,106761,10,13,3,12,1,5,2,0,0,45,39,1
30240,18,4,189924,12,9,5,12,4,5,1,0,0,24,39,0
30241,33,4,311194,2,7,5,12,5,3,1,0,0,17,39,0
30242,50,6,89737,16,10,3,3,1,5,2,0,0,48,39,0
30243,47,4,49298,12,9,1,12,2,5,2,0,0,50,39,0
30244,50,5,190333,15,15,3,10,1,5,2,99999,0,55,39,1
30245,18,4,251923,2,7,5,12,4,5,1,0,0,15,39,0
30246,49,2,298445,15,15,3,10,6,5,1,0,1977,60,39,1
30247,34,4,180284,16,10,3,6,1,5,2,0,0,50,39,0
30248,51,4,154342,13,14,3,10,1,5,2,7688,0,45,39,1
30249,56,7,68658,16,10,3,4,1,5,2,0,0,40,39,1
30250,64,4,203783,12,9,7,1,5,5,1,0,0,8,39,0
30251,23,4,250037,16,10,5,5,2,5,1,0,0,50,39,0
30252,33,4,158688,16,10,3,14,1,5,2,0,0,40,39,0
30253,43,4,214781,13,14,3,4,1,5,2,0,0,45,39,0
30254,60,1,404023,12,9,1,4,2,5,2,10520,0,40,39,1
30255,57,7,109015,3,8,1,8,5,5,1,0,0,40,39,0
30256,22,4,194630,10,13,5,12,2,5,2,0,0,45,39,0
30257,23,4,239375,10,13,5,7,4,5,2,0,0,40,39,0
30258,54,4,35576,16,10,3,12,1,5,2,0,2415,50,39,1
30259,39,1,363630,12,9,3,1,1,3,2,7688,0,52,39,1
30260,32,6,182926,13,14,5,10,2,5,2,0,0,40,39,0
30261,20,4,117222,16,10,5,13,4,5,2,0,0,15,39,0
30262,30,4,110643,16,10,5,4,2,5,2,0,0,52,39,0
30263,56,6,170217,12,9,3,5,1,5,2,0,0,45,39,0
30264,34,4,193285,12,9,3,6,1,5,2,0,0,40,39,0
30265,32,4,161075,12,9,5,3,5,5,2,0,0,40,39,0
30266,59,4,322691,13,14,3,10,1,5,2,0,0,50,39,1
30267,19,4,229431,16,10,5,10,4,5,2,0,0,11,39,0
30268,60,0,106282,7,5,7,0,2,5,1,0,0,40,39,0
30269,29,4,105694,12,9,3,6,1,5,2,0,0,42,39,0
30270,24,4,199883,16,10,3,3,1,5,2,0,0,60,39,0
30271,41,7,100800,13,14,1,10,2,5,2,0,0,35,39,0
30272,23,4,256278,6,4,3,6,3,4,1,0,0,30,8,0
30273,32,4,156464,12,9,3,12,1,5,2,0,1902,50,39,1
30274,51,5,129525,12,9,5,12,3,5,2,0,0,40,0,0
30275,18,4,285013,12,9,5,12,4,5,2,0,0,10,39,0
30276,28,4,248911,16,10,5,4,4,5,1,0,0,40,0,0
30277,33,0,369386,16,10,3,0,6,5,1,5178,0,40,39,1
30278,38,4,219902,12,9,6,14,5,3,1,0,0,30,39,0
30279,29,4,375482,10,13,5,10,2,5,2,0,0,50,9,0
30280,25,4,169124,12,9,3,14,1,5,2,0,0,45,39,0
30281,31,4,183000,15,15,5,13,2,5,2,0,0,55,39,0
30282,34,4,28053,10,13,4,1,2,5,1,0,0,25,39,0
30283,34,4,242984,12,9,3,4,1,5,2,0,1887,45,39,1
30284,66,7,132055,12,9,3,4,1,5,2,0,1825,40,39,1
30285,41,4,212894,5,3,3,6,1,5,2,0,0,40,13,0
30286,62,4,223975,6,4,3,10,1,5,2,0,0,20,39,0
30287,58,4,357788,12,9,3,3,1,3,2,0,0,40,39,0
30288,40,4,406811,12,9,6,4,5,5,1,0,0,40,2,0
30289,24,4,154422,10,13,5,4,4,2,1,0,0,40,30,0
30290,47,4,140644,12,9,3,4,1,5,2,0,0,40,39,1
30291,19,4,355477,12,9,5,8,4,3,2,0,0,25,39,0
30292,32,4,151773,16,10,3,3,1,5,2,0,0,45,39,0
30293,51,7,341548,16,10,1,1,2,5,1,0,0,40,39,0
30294,25,4,512771,7,5,3,14,1,5,2,0,0,45,39,0
30295,60,0,141580,13,14,3,0,1,5,2,0,0,40,39,0
30296,22,4,48988,16,10,5,14,2,5,2,0,0,40,39,0
30297,29,4,201022,10,13,3,4,6,5,1,0,0,50,39,1
30298,20,4,82777,12,9,3,12,4,5,2,0,0,40,39,0
30299,42,4,152676,6,4,1,3,5,5,2,0,0,40,33,0
30300,18,4,115815,12,9,5,7,4,5,2,0,0,20,39,0
30301,23,4,168009,1,6,3,7,4,2,1,0,0,40,40,0
30302,28,4,213152,10,13,3,1,1,5,2,0,0,40,0,1
30303,55,4,89690,10,13,1,10,2,5,1,0,0,40,39,1
30304,40,4,126868,12,9,1,7,2,3,2,0,0,40,39,0
30305,52,4,95128,16,10,1,12,2,5,2,0,0,50,39,0
30306,37,4,185567,12,9,1,7,5,5,2,0,0,40,39,1
30307,21,4,301408,16,10,5,12,4,5,1,0,1602,22,39,0
30308,35,4,216256,9,11,5,8,2,5,2,0,0,60,39,0
30309,45,4,182541,16,10,1,7,5,5,2,0,0,48,39,0
30310,39,4,172855,12,9,1,1,5,3,1,0,0,40,39,0
30311,54,4,68684,12,9,3,3,1,5,2,0,0,44,39,0
30312,42,4,364832,6,4,1,12,2,5,1,0,0,40,39,0
30313,26,0,264300,16,10,3,0,6,5,1,0,0,20,39,0
30314,59,5,349910,8,12,3,3,1,5,2,0,0,40,39,0
30315,42,4,276218,12,9,3,12,6,5,1,0,0,40,39,1
30316,22,4,251196,16,10,5,11,4,3,1,0,0,20,39,0
30317,33,4,196898,10,13,5,10,2,5,1,0,0,40,39,0
30318,39,4,58343,16,10,3,7,1,5,2,0,0,40,39,1
30319,18,5,101061,2,7,5,5,4,5,2,0,0,70,39,0
30320,46,4,415051,16,10,3,12,1,3,2,0,0,60,39,1
30321,24,4,174043,10,13,5,8,2,5,2,0,0,40,39,0
30322,28,4,129460,9,11,3,6,6,5,1,0,0,30,7,0
30323,21,7,110946,12,9,5,1,4,5,1,0,0,43,39,0
30324,22,4,313873,2,7,5,3,4,5,2,0,0,30,39,0
30325,61,4,81132,5,3,3,6,1,2,2,7298,0,40,30,1
30326,56,1,255386,16,10,3,1,1,2,2,0,0,40,25,0
30327,21,4,191497,16,10,5,12,4,5,1,0,0,20,39,0
30328,17,4,128617,1,6,5,6,4,5,2,0,0,26,39,0
30329,29,4,368949,16,10,3,6,1,5,2,0,0,40,0,1
30330,28,2,263600,12,9,3,11,1,5,2,0,0,40,39,1
30331,62,4,257277,12,9,7,1,2,5,1,0,0,38,39,0
30332,39,4,339442,12,9,6,7,2,3,2,2176,0,40,39,0
30333,30,2,289442,12,9,5,11,2,5,2,0,0,40,39,0
30334,20,0,162667,2,7,5,0,5,5,2,0,0,40,8,0
30335,18,2,466325,2,7,5,1,4,5,2,0,0,12,39,0
30336,54,4,142169,12,9,5,6,4,5,2,0,0,40,39,0
30337,49,4,252079,16,10,3,14,1,5,2,0,0,40,39,1
30338,33,7,119628,11,16,3,10,1,2,2,0,0,50,17,0
30339,50,4,175804,10,13,3,12,1,5,2,0,0,40,39,1
30340,57,4,70720,12,9,3,8,1,5,2,0,0,78,39,0
30341,50,7,201513,12,9,1,1,4,5,1,0,0,40,39,0
30342,45,4,257609,10,13,3,4,1,5,2,0,0,40,39,1
30343,41,4,124692,16,10,3,4,4,5,2,0,0,40,39,1
30344,23,4,268525,12,9,3,7,1,5,2,0,0,48,39,0
30345,23,4,250630,10,13,5,12,2,5,1,0,0,40,39,0
30346,47,4,180277,12,9,3,1,6,5,1,0,0,40,18,0
30347,39,6,191342,10,13,3,4,1,2,2,0,0,50,35,0
30348,29,4,250967,9,11,3,7,1,5,2,0,1887,48,39,1
30349,46,4,153254,12,9,3,7,1,3,2,0,0,40,39,0
30350,18,4,362600,5,3,5,6,4,5,2,0,0,40,39,0
30351,68,4,171933,6,4,3,3,1,5,2,0,0,40,39,0
30352,62,4,211408,9,11,3,13,1,5,2,0,0,40,39,1
30353,43,4,48193,8,12,3,13,1,5,2,0,0,40,39,0
30354,35,4,22463,12,9,3,3,1,5,2,0,0,40,39,0
30355,21,4,440969,12,9,5,1,4,5,1,0,0,40,39,0
30356,21,7,164922,16,10,5,6,4,5,2,0,0,40,39,0
30357,41,2,134524,9,11,1,3,5,5,1,0,0,45,39,0
30358,61,4,176689,12,9,3,14,1,5,2,0,0,40,39,0
30359,24,4,220993,12,9,5,3,2,5,2,0,0,50,39,0
30360,21,4,512828,12,9,5,11,4,3,2,0,0,40,39,0
30361,36,7,422275,5,3,3,8,1,5,2,0,0,40,26,0
30362,37,2,65291,9,11,5,11,2,5,1,0,0,40,39,0
30363,69,4,197080,3,8,3,14,1,5,2,9386,0,60,39,1
30364,49,1,181657,16,10,1,4,2,5,1,0,0,50,39,0
30365,55,4,190257,12,9,3,5,1,5,2,0,0,53,39,1
30366,21,4,238068,12,9,3,7,1,5,2,0,0,40,39,0
30367,18,4,337046,1,6,5,8,4,5,2,0,0,40,39,0
30368,26,4,187248,12,9,3,10,2,3,2,0,0,40,39,0
30369,20,0,250037,16,10,5,0,4,5,1,0,0,18,0,0
30370,46,4,285750,12,9,3,5,1,5,2,4064,0,55,39,0
30371,23,4,260617,1,6,5,3,2,5,2,0,0,40,39,0
30372,48,4,216999,12,9,3,3,1,5,2,0,0,40,39,1
30373,36,4,531055,12,9,3,3,1,5,2,0,1902,48,39,1
